Species	Wet.area.cm2	Dry.area.cm2
Populus tremuloides	9	8.1505
Populus tremuloides	9.09	7.977
Rosa acicularis	3.45	2.6551
Rosa acicularis	3.92	3.0115
Rosa acicularis	6.79	5.5712
Rosa acicularis	5.62	4.0553
Rosa acicularis	7.88	6.2117
Rosa acicularis	7.83	6.2632
Rosa acicularis	2.95	1.8568
Rosa acicularis	3.36	2.6031
Rosa acicularis	2.73	2.0516
Prunus virginiana	13.41	10.7342
Prunus virginiana	12.35	10.1079
Prunus virginiana	14.79	12.288
Prunus virginiana	21.26	17.8495
Prunus virginiana	12.69	10.1768
Prunus virginiana	15.2	11.4562
Prunus virginiana	19.05	16.0714
Prunus virginiana	22.26	18.3007
Prunus virginiana	25.31	21.2666
Prunus emarginata	19.53	16.901
Prunus emarginata	24.78	21.3169
Prunus emarginata	10.2	8.5182
Prunus emarginata	38.26	31.4566
Prunus emarginata	39.44	32.297
Prunus emarginata	28.51	23.5463
Prunus emarginata	30.78	25.3651
Prunus emarginata	21.68	17.7225
Prunus emarginata	52.27	43.663
Populus angustifolia	9.3	8.3687
Populus angustifolia	8.33	7.2413
Populus angustifolia	10.48	9.3175
Populus angustifolia	7.72	6.972
Populus angustifolia	4.79	4.4343
Populus angustifolia	8.58	7.9203
Populus angustifolia	6.83	6.271
Populus angustifolia	5.39	5.0312
Populus angustifolia	5.21	4.7548
Agropyron cristatum	5.16	5.3464
Agropyron cristatum	3.95	4.8308
Agropyron cristatum	3.24	3.9402
Agropyron cristatum	5.64	5.8689
Agropyron cristatum	3.79	5.3515
Agropyron cristatum	5.2	5.9507
Agropyron cristatum	4.62	NA
Agropyron cristatum	5.76	6.4614
Agropyron cristatum	6.91	7.1649
Sphaeralcea coccinea	8.17	6.4617
Sphaeralcea coccinea	5.45	3.545
Sphaeralcea coccinea	6.83	5.2353
Sphaeralcea coccinea	5.27	4.1821
Sphaeralcea coccinea	4.34	3.4723
Sphaeralcea coccinea	4.49	3.6013
Sphaeralcea coccinea	3.89	3.0448
Sphaeralcea coccinea	2.43	2.0942
Sphaeralcea coccinea	3.52	3.1764
Populus tremuloides	9.4	8.5396
Populus tremuloides	8.29	7.4948
Populus tremuloides	9.12	8.1828
Populus tremuloides	8.56	7.8064
Populus tremuloides	8.14	7.4544
Populus tremuloides	9.48	8.7244
Populus tremuloides	8.35	7.6532
Populus tremuloides	10.76	9.8852
Populus tremuloides	8.45	7.8596
Populus tremuloides	9.41	8.6496
Populus tremuloides	20.22	16.9612
Populus tremuloides	17.36	14.9312
Populus tremuloides	20.81	17.9192
Populus tremuloides	15.08	12.6516
Populus tremuloides	15.84	13.5084
Populus tremuloides	21.45	18.0764
Populus tremuloides	17.73	14.838
Populus tremuloides	12	10.38
Populus tremuloides	15.04	13.1196
Populus tremuloides	11.9	9.9816
Populus tremuloides	18.22	16.4136
Populus tremuloides	9.69	8.8468
Populus tremuloides	7.3	6.622
Populus tremuloides	11.59	10.5016
Populus tremuloides	9.95	9.1804
Populus tremuloides	6.06	5.4728
Populus tremuloides	6.18	5.7256
Populus tremuloides	6.97	6.5012
Populus tremuloides	3.45	3.2184
Populus tremuloides	7.96	7.2336
Populus tremuloides	7.4	6.8368
Populus tremuloides	8.16	7.516
Populus tremuloides	9.07	8.4604
Populus tremuloides	5.16	4.744
Populus tremuloides	8.73	8.0776
Populus tremuloides	9.22	8.2896
Populus tremuloides	9.53	8.635
Populus tremuloides	5.69	5.2319
Populus tremuloides	8.6	7.872
Populus tremuloides	10.75	9.7203
Populus tremuloides	18.58	16.4455
Populus tremuloides	16.51	14.1285
Populus tremuloides	16	14.5418
Populus tremuloides	14.95	15.7284
Populus tremuloides	14.59	15.7962
Populus tremuloides	14.89	13.196
Populus tremuloides	17.71	16.4544
Populus tremuloides	4.87	4.2764
Populus tremuloides	15.8	17.2268
Populus tremuloides	16.23	21.1374
Populus tremuloides	16.43	14.2009
Populus tremuloides	12.94	10.9099
Populus tremuloides	16.25	14.142
Populus tremuloides	16.55	13.9367
Populus tremuloides	13.69	11.9515
Populus tremuloides	12.14	11.4268
Populus tremuloides	16.1	15.8895
Populus tremuloides	12.38	10.3666
Populus tremuloides	12.18	14.2919
Populus tremuloides	16.77	14.7345
Populus tremuloides	11.8376	11.2216
Populus tremuloides	8.5306	8.153
Populus tremuloides	16.2018	14.5339
Populus tremuloides	18.7898	17.3806
Populus tremuloides	18.5135	17.3154
Populus tremuloides	12.2133	11.4499
Populus tremuloides	17.5392	16.1756
Populus tremuloides	14.8312	13.8691
Populus tremuloides	8.4968	7.9808
Populus tremuloides	15.7309	14.5105
Populus tremuloides	24.8555	22.7644
Populus tremuloides	21.9644	20.5487
Populus tremuloides	17.985	16.2643
Populus tremuloides	21.8059	20.6977
Populus tremuloides	9.5019	9.0063
Populus tremuloides	25.5071	23.5337
Populus tremuloides	17.0185	16.0504
Populus tremuloides	13.83	11.5099
Populus tremuloides	18.3911	17.324
Populus tremuloides	21.9116	20.3207
Populus tremuloides	7.7201	7.2306
Populus tremuloides	7.3392	6.9808
Populus tremuloides	7.7644	7.374
Populus tremuloides	8.5503	8.0144
Populus tremuloides	2.9803	2.8739
Populus tremuloides	4.2091	4.1203
Populus tremuloides	11.9021	11.2386
Populus tremuloides	11.8447	11.0237
Populus tremuloides	8.365	7.8845
Populus tremuloides	8.8841	8.4335
Populus tremuloides	8.5631	8.1514
Populus tremuloides	7.307	6.9626
Populus tremuloides	2.2424	2.168
Populus tremuloides	6.4897	6.2201
Populus tremuloides	5.0115	4.7593
Populus tremuloides	6.8372	6.5656
Populus tremuloides	7.6403	7.2646
Populus tremuloides	0.8971	0.9027
Populus tremuloides	6.5348	6.0825
Populus tremuloides	7.4146	6.9846
Populus tremuloides	9.5068	9.0887
Populus tremuloides	11.0424	10.5239
Populus tremuloides	3.3401	3.1512
Populus tremuloides	8.9801	8.4895
Populus tremuloides	10.6983	9.9816
Populus tremuloides	11.2921	10.423
Populus tremuloides	11.8598	11.1998
Populus tremuloides	3.0082	2.9873
Populus tremuloides	9.0241	8.7123
Populus tremuloides	10.0115	9.3089
Dubautia paleata	8.74457	5.501046346
Dubautia paleata	7.751938	4.738117764
Dubautia paleata	5.27369	3.328254992
Dubautia paleata	13.815824	8.763781756
Dubautia paleata	10.296099	6.662316424
Dubautia paleata	8.790287	6.459315038
Dubautia paleata	10.598258	6.161233197
Dubautia paleata	15.292272	10.50896644
Dubautia paleata	11.832871	7.467906211
Dubautia paleata	9.765814	6.402379668
Dubautia paleata	18.014005	11.39607936
Dubautia paleata	17.743531	10.90264845
Dubautia paleata	20.799448	12.63763602
Dubautia paleata	26.704194	14.63728255
Dubautia paleata	11.126295	6.454108956
Dubautia paleata	19.235553	11.55532635
Dubautia paleata	13.845653	7.203032189
Dubautia paleata	17.298003	9.665598948
Dubautia paleata	15.820228	9.949998021
Dubautia paleata	15.270417	9.079596536
Dubautia laxa	38.446007	22.49891558
Dubautia laxa	35.824068	17.0137563
Dubautia laxa	33.709001	19.88052476
Dubautia laxa	35.291471	20.14604394
Dubautia laxa	28.501045	17.13467003
Dubautia laxa	29.265443	17.57392543
Dubautia laxa	23.374254	13.14852209
Dubautia laxa	20.364708	10.78539958
Dubautia laxa	27.351881	14.26430839
Dubautia laxa	28.244074	14.79930732
Dubautia laxa	24.859592	11.53545184
Dubautia laxa	30.380656	15.16143025
Dubautia laxa	32.129102	15.53105317
Dubautia laxa	19.521413	8.71643418
Dubautia laxa	26.409741	11.00392064
Dubautia raillardiodes	64.009066	32.6880081
Dubautia raillardiodes	48.759876	23.05800048
Dubautia raillardiodes	50.979808	23.47816093
Dubautia raillardiodes	53.617957	26.94448912
Dubautia raillardiodes	77.078833	36.43845759
Dubautia raillardiodes	37.948132	21.95109409
Dubautia raillardiodes	50.730033	30.4173854
Dubautia raillardiodes	49.744139	27.54410262
Dubautia raillardiodes	35.739687	10.82927046
Dubautia raillardiodes	33.78125	18.18372707
Dubautia raillardiodes	49.072079	22.529032
Dubautia raillardiodes	43.079018	21.24206325
Dubautia raillardiodes	32.321754	15.58719105
Dubautia raillardiodes	40.763494	20.50305039
Dubautia raillardiodes	52.965987	27.12870022
Dubautia raillardiodes	48.970807	23.21791055
Dubautia raillardiodes	62.981559	27.59978351
Dubautia raillardiodes	55.778052	29.45111493
Dubautia raillardiodes	56.771553	32.5905083
Dubautia raillardiodes	47.245775	25.45689353
Dubautia knudsenii	27.696056	15.76722653
Dubautia knudsenii	31.353495	18.0977595
Dubautia knudsenii	29.551706	17.0061219
Dubautia knudsenii	33.319109	16.92978693
Dubautia knudsenii	29.795164	19.65260406
Dubautia knudsenii	31.832293	18.94068793
Dubautia knudsenii	47.182002	27.50619947
Dubautia knudsenii	29.788426	15.62584688
Dubautia knudsenii	35.759785	19.65350012
Dubautia knudsenii	32.54946	18.82034766
Dubautia knudsenii	33.097174	18.44539322
Dubautia knudsenii	39.584706	22.06509028
Dubautia knudsenii	33.090212	20.66561279
Dubautia knudsenii	65.483901	35.41673024
Dubautia knudsenii	64.247183	35.37747405
Dubautia knudsenii	54.937121	33.14542654
Dubautia knudsenii	19.316144	10.65541776
Dubautia knudsenii	16.761131	8.964363792
Dubautia knudsenii	29.637217	18.46629819
Dubautia knudsenii	17.981953	10.30888619
Dubautia knudsenii	20.30987	12.24630167
Dubautia knudsenii	26.358442	16.27830078
Dubautia knudsenii	36.286352	18.95799972
Dubautia knudsenii	22.161927	12.45322778
Dubautia knudsenii	20.039369	11.22347218
Dubautia knudsenii	16.565746	10.39994336
Wilkesia gymnoxiphium	6.731178	4.302491395
Wilkesia gymnoxiphium	5.56627	3.515190102
Wilkesia gymnoxiphium	6.062165	4.201640342
Wilkesia gymnoxiphium	7.072118	5.840812691
Wilkesia gymnoxiphium	6.951115	4.671666284
Wilkesia gymnoxiphium	10.862801	7.014520021
Wilkesia gymnoxiphium	7.485845	5.534379612
Wilkesia gymnoxiphium	10.390678	7.745190603
Wilkesia gymnoxiphium	13.329221	8.856908809
Wilkesia gymnoxiphium	10.943052	7.503864921
Wilkesia gymnoxiphium	2.364431	1.598088202
Wilkesia gymnoxiphium	1.883016	1.612675986
Wilkesia gymnoxiphium	3.121768	2.439636698
Wilkesia gymnoxiphium	3.879302	2.954590865
Wilkesia gymnoxiphium	3.680235	2.219063662
Wilkesia gymnoxiphium	12.95027	9.636226247
Wilkesia gymnoxiphium	7.271643	5.611897378
Wilkesia gymnoxiphium	10.950758	7.544447277
Wilkesia gymnoxiphium	6.611985	5.275392675
Wilkesia gymnoxiphium	12.357224	8.753020128
Wilkesia gymnoxiphium	7.847162	4.870035063
Wilkesia gymnoxiphium	8.103864	5.310347802
Wilkesia gymnoxiphium	6.376582	4.132769512
Wilkesia gymnoxiphium	7.261993	4.49805552
Wilkesia gymnoxiphium	10.031727	6.307657636
Dubautia kalalauensis	6.894018	3.696892248
Dubautia kalalauensis	7.497548	3.775861624
Dubautia kalalauensis	7.172584	4.015888026
Dubautia knudsenii	11.319314	6.833158377
Dubautia knudsenii	10.492506	5.952326805
Dubautia knudsenii	9.87998	5.813258983
Wilkesia hobdyi	4.677544	2.099296877
Wilkesia hobdyi	3.201813	1.538563231
Wilkesia hobdyi	13.483745	7.800217374
Dubautia herbstobatae	1.518456	0.826342433
Dubautia herbstobatae	1.981842	1.136709196
Dubautia herbstobatae	1.895865	0.997820585
Dubautia laxa	18.066263	8.481040386
Dubautia laxa	26.070011	13.61184554
Dubautia laxa	14.123834	7.420917058
Argyroxiphium grayanum	7.642198	4.345878405
Argyroxiphium grayanum	8.606049	4.772768232
Argyroxiphium grayanum	11.225031	6.517289833
Argyroxiphium grayanum	11.442199	6.575157101
Argyroxiphium grayanum	9.81404	5.444962228
Argyroxiphium grayanum	6.625578	4.016201645
Argyroxiphium grayanum	6.805614	4.084158498
Argyroxiphium grayanum	6.924386	4.178226411
Argyroxiphium grayanum	8.463603	5.051692406
Argyroxiphium grayanum	7.041267	4.395466119
Argyroxiphium grayanum	5.675141	3.598344058
Argyroxiphium grayanum	5.984621	3.504786897
Argyroxiphium grayanum	8.453881	4.919353961
Argyroxiphium grayanum	5.842533	3.361579298
Argyroxiphium grayanum	9.561943	5.580786329
Argyroxiphium grayanum	4.978798	2.525201043
Argyroxiphium grayanum	4.389713	2.252638864
Argyroxiphium grayanum	6.924771	3.851166133
Argyroxiphium grayanum	8.279876	4.544695212
Argyroxiphium grayanum	7.225738	3.535055654
Argyroxiphium grayanum	7.86399	4.514220362
Argyroxiphium grayanum	7.540316	4.113136935
Argyroxiphium grayanum	6.422362	3.654777637
Argyroxiphium grayanum	6.940766	3.842931382
Argyroxiphium grayanum	6.03799	3.639356521
Argyroxiphium grayanum	9.91145	5.105276528
Argyroxiphium grayanum	13.604803	6.569789728
Argyroxiphium grayanum	5.242463	3.128577972
Argyroxiphium grayanum	6.609834	3.700091166
Argyroxiphium grayanum	11.313535	3.852483334
Argyroxiphium grayanum	6.552648	3.775888506
Argyroxiphium grayanum	6.727845	3.803038989
Argyroxiphium grayanum	4.990295	2.96192956
Argyroxiphium grayanum	6.204799	3.376355254
Argyroxiphium grayanum	4.795197	2.313498957
Argyroxiphium grayanum	6.029217	3.579437286
Argyroxiphium grayanum	5.751754	3.168210509
Argyroxiphium grayanum	6.577917	3.441892758
Argyroxiphium grayanum	8.983969	4.986477482
Argyroxiphium grayanum	8.368182	4.620205813
Argyroxiphium grayanum	4.208818	2.512799634
Argyroxiphium grayanum	5.455428	2.976293331
Argyroxiphium grayanum	4.704354	2.665621909
Argyroxiphium grayanum	4.922669	2.645093276
Argyroxiphium grayanum	3.666059	2.172074509
Argyroxiphium grayanum	8.993082	5.003009707
Argyroxiphium grayanum	9.760688	5.274209882
Argyroxiphium grayanum	7.742323	4.615241666
Argyroxiphium grayanum	8.251435	4.658126884
Argyroxiphium grayanum	9.961629	5.978948616
Dubautia platyphylla	9.722606	7.013283464
Dubautia platyphylla	12.979114	9.290205434
Dubautia platyphylla	12.610665	8.860116688
Dubautia platyphylla	4.614202	2.968658937
Dubautia platyphylla	13.324929	9.029453267
Dubautia platyphylla	11.791715	8.452330766
Dubautia platyphylla	12.061338	8.622160175
Dubautia platyphylla	14.018153	9.801458892
Dubautia platyphylla	11.138293	8.159562534
Dubautia platyphylla	14.477507	10.64350022
Dubautia platyphylla	13.454444	10.21660143
Dubautia platyphylla	14.252678	10.11730055
Dubautia platyphylla	12.922125	9.149515751
Dubautia platyphylla	10.831063	7.734034711
Dubautia platyphylla	12.911399	8.922526958
Dubautia platyphylla	9.682167	6.692979446
Dubautia platyphylla	14.777049	10.84878655
Dubautia platyphylla	9.387374	6.742217698
Dubautia platyphylla	16.619026	12.3347782
Dubautia platyphylla	9.020932	6.158760084
Dubautia platyphylla	12.532502	9.260313021
Dubautia platyphylla	19.070661	13.36336037
Dubautia platyphylla	16.833613	11.80742262
Dubautia platyphylla	19.644665	13.47342287
Dubautia platyphylla	17.550843	11.95180405
Dubautia menziesii	1.657524	1.153107013
Dubautia menziesii	1.576484	1.100750487
Dubautia menziesii	1.383008	0.900939058
Dubautia menziesii	2.170533	1.424271345
Dubautia menziesii	1.62816	1.251234057
Dubautia menziesii	3.010191	2.134753795
Dubautia menziesii	2.523543	2.02289918
Dubautia menziesii	2.697728	1.919915515
Dubautia menziesii	2.908274	2.631365705
Dubautia menziesii	3.316113	2.466876787
Dubautia menziesii	3.288945	2.494950207
Dubautia menziesii	2.887432	2.105972491
Dubautia menziesii	2.385497	1.639772706
Dubautia menziesii	3.062682	1.98015733
Dubautia menziesii	2.749224	2.049144647
Dubautia menziesii	1.977541	1.434880643
Dubautia menziesii	1.913249	1.396475702
Dubautia menziesii	1.785122	1.328823507
Dubautia menziesii	1.126252	0.77532103
Dubautia menziesii	1.729333	1.214164238
Dubautia menziesii	3.062924	2.085524503
Dubautia menziesii	2.012648	1.526475442
Dubautia menziesii	3.175191	2.328409322
Dubautia menziesii	2.625954	1.85048017
Dubautia menziesii	3.42243	2.638480386
Dubautia menziesii	2.367316	1.800614678
Dubautia menziesii	2.476384	1.986671654
Dubautia menziesii	4.660949	3.437349756
Dubautia menziesii	4.310744	3.358004037
Dubautia menziesii	4.155296	3.322869698
Dubautia reticulata	7.634214	3.076113919
Dubautia reticulata	2.857405	0.874487498
Dubautia reticulata	7.411965	3.130674742
Dubautia reticulata	6.047174	2.390192352
Dubautia reticulata	4.22518	1.282542238
Argyroxiphium kauense	3.51045	2.30451152
Argyroxiphium kauense	3.761077	2.097755661
Argyroxiphium kauense	5.083906	2.866804302
Argyroxiphium kauense	4.335036	2.664582484
Argyroxiphium kauense	4.852723	2.909877693
Argyroxiphium kauense	3.269259	2.096662473
Argyroxiphium kauense	3.715575	2.0419314
Argyroxiphium kauense	4.085305	2.069744964
Argyroxiphium kauense	3.770718	2.025650071
Argyroxiphium kauense	4.573889	2.745048273
Argyroxiphium kauense	3.84113	2.003490617
Argyroxiphium kauense	3.640916	2.093042409
Argyroxiphium kauense	3.754643	2.057307713
Argyroxiphium kauense	3.788783	2.222612042
Argyroxiphium kauense	3.703183	1.873562561
Argyroxiphium kauense	2.707513	1.364558203
Argyroxiphium kauense	1.755794	1.302327144
Argyroxiphium kauense	2.107084	1.375929148
Argyroxiphium kauense	2.553588	1.594521901
Argyroxiphium kauense	1.643518	1.029299017
Argyroxiphium kauense	3.044788	1.359701582
Argyroxiphium kauense	3.089806	1.309862972
Argyroxiphium kauense	2.67417	1.660166931
Argyroxiphium kauense	2.727002	1.351887977
Argyroxiphium kauense	2.256832	1.163958246
Argyroxiphium kauense	3.215558	2.727243649
Argyroxiphium kauense	3.577475	2.515281708
Argyroxiphium kauense	2.907172	2.382136813
Argyroxiphium kauense	2.961921	1.616690315
Argyroxiphium kauense	3.461884	2.213319946
Argyroxiphium kauense	3.105505	2.013176977
Argyroxiphium kauense	3.388291	1.937755981
Argyroxiphium kauense	2.883104	1.473724651
Argyroxiphium kauense	2.786652	1.729216972
Argyroxiphium kauense	3.17796	1.651045085
Argyroxiphium kauense	3.370038	2.505765598
Argyroxiphium kauense	2.802978	2.286706896
Argyroxiphium kauense	2.562154	1.819324318
Argyroxiphium kauense	3.233891	2.215622809
Argyroxiphium kauense	3.312923	2.045847163
Argyroxiphium kauense	3.650217	2.388982677
Argyroxiphium kauense	3.355271	2.209753645
Argyroxiphium kauense	3.387153	2.041331043
Argyroxiphium kauense	3.541776	2.190174831
Argyroxiphium kauense	3.850646	2.422387628
Argyroxiphium kauense	3.717618	2.569322818
Argyroxiphium kauense	5.103422	3.344957468
Argyroxiphium kauense	5.056361	3.124733894
Argyroxiphium kauense	4.063182	2.365936128
Argyroxiphium kauense	4.358495	3.269115326
Argyroxiphium sandwicense	7.308131	4.775689373
Argyroxiphium sandwicense	7.389985	4.584883303
Argyroxiphium sandwicense	6.582953	4.466200745
Argyroxiphium sandwicense	8.087314	5.65821449
Argyroxiphium sandwicense	9.158521	5.528205789
Argyroxiphium sandwicense	4.73663	4.381200915
Argyroxiphium sandwicense	6.967522	5.937846547
Argyroxiphium sandwicense	5.241119	4.802535198
Argyroxiphium sandwicense	5.776592	4.602992586
Argyroxiphium sandwicense	7.94666	5.812909521
Argyroxiphium sandwicense	6.302434	5.435033933
Argyroxiphium sandwicense	6.995425	5.523868881
Argyroxiphium sandwicense	9.221881	6.518239652
Argyroxiphium sandwicense	6.89763	6.539915236
Argyroxiphium sandwicense	8.362806	6.864332149
Argyroxiphium sandwicense	5.24542	4.601379686
Argyroxiphium sandwicense	7.165649	4.917526007
Argyroxiphium sandwicense	8.756676	5.751771651
Argyroxiphium sandwicense	5.288627	4.379901634
Argyroxiphium sandwicense	7.538273	5.259039661
Argyroxiphium sandwicense	6.687899	5.571350864
Argyroxiphium sandwicense	6.040732	4.335618569
Argyroxiphium sandwicense	8.794508	5.926789222
Argyroxiphium sandwicense	8.155485	5.696001153
Argyroxiphium sandwicense	6.226448	4.315546924
Argyroxiphium sandwicense	6.237362	5.084066893
Argyroxiphium sandwicense	7.866678	5.613797016
Argyroxiphium sandwicense	8.21372	5.966663694
Argyroxiphium sandwicense	7.332342	5.473089412
Argyroxiphium sandwicense	7.722906	5.721198235
Argyroxiphium sandwicense	9.575348	6.783400412
Argyroxiphium sandwicense	8.199446	5.371485673
Argyroxiphium sandwicense	7.883398	6.616689276
Argyroxiphium sandwicense	7.692897	6.313885222
Argyroxiphium sandwicense	9.018432	5.347417621
Dubautia ciliolata	0.449085	0.303780754
Dubautia ciliolata	0.489488	0.303995808
Dubautia ciliolata	0.614488	0.378923973
Dubautia ciliolata	0.602033	0.381809272
Dubautia ciliolata	0.638798	0.347382818
Dubautia ciliolata	0.721979	0.429228532
Dubautia ciliolata	0.737337	0.518511508
Dubautia ciliolata	0.432723	0.226531805
Dubautia ciliolata	0.547553	0.339345199
Dubautia ciliolata	0.570519	0.395115697
Dubautia ciliolata	0.62525	0.398000996
Dubautia ciliolata	0.634954	0.380841532
Dubautia ciliolata	0.5312	0.405348652
Dubautia ciliolata	0.586648	0.328888231
Dubautia ciliolata	0.56792	0.407750081
Dubautia ciliolata	0.667122	0.479040261
Dubautia ciliolata	0.536719	0.333314746
Dubautia ciliolata	0.451818	0.325223364
Dubautia ciliolata	0.305044	0.220958339
Dubautia ciliolata	0.466961	0.368117543
Dubautia ciliolata	0.403055	0.26983817
Dubautia ciliolata	0.585698	0.465402295
Dubautia ciliolata	0.607409	0.448592293
Dubautia ciliolata	0.480205	0.317230548
Dubautia ciliolata	0.350618	0.253261142
Dubautia ciliolata	0.784712	0.605285528
Dubautia ciliolata	0.57154	0.370402485
Dubautia ciliolata	0.749792	0.467301933
Dubautia ciliolata	0.662669	0.48241839
Dubautia ciliolata	0.616531	0.447176525
Dubautia ciliolata	0.587642	0.431728527
Dubautia ciliolata	0.499712	0.34499931
Dubautia ciliolata	0.49249	0.253153616
Dubautia ciliolata	0.56809	0.370698183
Dubautia ciliolata	0.373422	0.296997614
Dubautia arborea	15.145991	10.39356344
Dubautia arborea	4.009203	2.691867376
Dubautia arborea	18.854658	13.25516166
Dubautia arborea	10.526771	8.544669291
Dubautia arborea	18.880025	14.54885083
Dubautia arborea	6.934359	4.455752737
Dubautia arborea	12.537421	8.451613921
Dubautia arborea	6.456027	4.490179192
Dubautia arborea	9.514676	6.791912939
Dubautia arborea	6.763472	4.927911291
Dubautia arborea	13.786675	9.479891434
Dubautia arborea	6.425292	4.434964248
Dubautia arborea	7.92907	5.282131013
Dubautia arborea	10.697228	8.507500906
Dubautia arborea	3.834939	2.658856689
Dubautia arborea	6.941509	5.032669146
Dubautia arborea	9.676119	7.244295547
Dubautia arborea	9.451576	7.148489287
Dubautia arborea	8.187546	6.060301499
Dubautia arborea	15.340032	11.04703884
Dubautia arborea	6.612155	4.952382568
Dubautia arborea	13.329256	10.00059828
Dubautia arborea	14.16852	10.4695848
Dubautia arborea	12.463353	8.543280404
Dubautia arborea	9.059677	6.966339114
Dubautia arborea	8.777008	6.145883766
Dubautia arborea	9.196854	6.326214946
Dubautia arborea	7.570666	5.486324153
Dubautia arborea	7.369663	5.307381858
Dubautia arborea	5.529245	3.783558741
Dubautia arborea	10.291189	8.242026527
Dubautia arborea	8.289535	5.429720323
Dubautia arborea	10.416592	7.840737007
Dubautia arborea	7.802404	5.722820096
Dubautia arborea	8.590108	6.235578927
Dubautia linearis	1.689638	1.358590473
Dubautia linearis	2.068338	1.692622063
Dubautia linearis	2.382038	1.740982181
Dubautia linearis	2.119619	1.64435155
Dubautia linearis	1.808348	1.419343039
Dubautia linearis	1.910283	1.389916575
Dubautia linearis	3.249088	2.363767674
Dubautia linearis	1.600758	1.170257516
Dubautia linearis	1.989691	1.340920257
Dubautia linearis	1.390669	0.973125294
Dubautia linearis	2.720765	2.159422204
Dubautia linearis	3.577529	2.773211299
Dubautia linearis	3.025693	2.141330843
Dubautia linearis	3.767573	3.047162364
Dubautia linearis	1.649647	1.177918791
Dubautia linearis	1.56799	0.966404877
Dubautia linearis	2.170919	1.398205089
Dubautia linearis	2.381832	1.693347868
Dubautia linearis	1.656233	1.112587381
Dubautia linearis	2.189852	1.425283888
Dubautia linearis	1.343035	0.97983675
Dubautia linearis	2.305282	1.463240801
Dubautia linearis	1.095043	0.829227732
Dubautia linearis	0.999425	0.637767542
Dubautia linearis	1.245598	0.958313496
Dubautia linearis	1.078403	0.606522084
Dubautia linearis	2.172782	1.679530691
Dubautia linearis	2.258105	0.972211317
Dubautia linearis	3.143892	2.509125806
Dubautia linearis	1.683258	1.14402997
Dubautia linearis	3.342717	2.399574054
Dubautia linearis	4.219974	2.494394653
Dubautia linearis	4.702437	2.953811297
Dubautia linearis	5.298923	3.534912285
Dubautia linearis	2.02108	1.422443392
Dubautia linearis	1.581081	0.989944257
Dubautia linearis	2.091886	1.669297737
Dubautia linearis	1.865417	1.171503033
Dubautia linearis	1.892962	1.230239475
Dubautia linearis	1.80617	1.267542268
Dubautia linearis	1.322686	1.16757831
Dubautia linearis	1.909351	1.174424174
Dubautia linearis	1.781457	1.380507992
Dubautia linearis	1.6554	1.226762779
Dubautia linearis	0.823851	0.523905762
Dubautia linearis	1.741251	1.280705324
Dubautia linearis	0.888824	0.548296394
Dubautia linearis	1.076037	0.80903064
Dubautia linearis	0.780366	0.583977327
Dubautia linearis	0.621307	0.439336039
Argyroxiphium kauense	6.363661	4.477491045
Argyroxiphium kauense	6.483293	4.383503778
Argyroxiphium kauense	5.408511	3.601973083
Argyroxiphium kauense	5.906019	4.461881757
Argyroxiphium kauense	6.114029	4.251272859
Argyroxiphium kauense	3.522188	2.837610812
Argyroxiphium kauense	4.727562	3.486372956
Argyroxiphium kauense	5.223036	4.018827088
Argyroxiphium kauense	5.6036	3.523173957
Argyroxiphium kauense	6.259047	3.911909739
Argyroxiphium kauense	7.554402	4.962212298
Argyroxiphium kauense	5.181146	4.12386272
Argyroxiphium kauense	5.341038	4.430743827
Argyroxiphium kauense	5.379944	4.082420151
Argyroxiphium kauense	7.012145	4.894569064
Argyroxiphium kauense	6.829574	4.174059752
Argyroxiphium kauense	7.063525	4.322321104
Argyroxiphium kauense	8.028344	5.354738394
Argyroxiphium kauense	5.920427	4.070843113
Argyroxiphium kauense	8.361498	4.840859494
Argyroxiphium kauense	5.377633	3.722859938
Argyroxiphium kauense	5.432758	3.395163461
Argyroxiphium kauense	4.851989	3.545951689
Argyroxiphium kauense	5.005268	3.496274369
Argyroxiphium kauense	4.661433	3.407600712
Argyroxiphium kauense	6.960497	4.692633984
Argyroxiphium kauense	7.868882	5.540069565
Argyroxiphium kauense	6.404835	4.179651139
Argyroxiphium kauense	6.732433	4.497159464
Argyroxiphium kauense	6.290337	4.249077523
Argyroxiphium kauense	4.800555	3.349401903
Argyroxiphium kauense	5.441719	3.901354204
Argyroxiphium kauense	5.108278	3.519903354
Argyroxiphium kauense	4.023513	3.055880985
Argyroxiphium kauense	4.777723	3.097923912
Argyroxiphium kauense	6.388258	4.566980113
Argyroxiphium kauense	5.913187	4.28757207
Argyroxiphium kauense	6.40772	4.361478732
Argyroxiphium kauense	5.874988	3.707053518
Argyroxiphium kauense	6.444924	4.023827078
Argyroxiphium kauense	5.515428	3.944974189
Argyroxiphium kauense	5.74523	3.975359433
Argyroxiphium kauense	5.152723	3.745673512
Argyroxiphium kauense	6.161538	4.356514584
Argyroxiphium kauense	5.495249	4.477795704
Argyroxiphium kauense	7.823112	4.955921988
Argyroxiphium kauense	7.285209	4.80773232
Argyroxiphium kauense	7.034475	5.12128008
Argyroxiphium kauense	8.021032	5.278412382
Argyroxiphium kauense	7.337951	4.912257201
Ribes montagineum	4.66	3.2
Ribes montagineum	5.33	4.01
Ligusticum porteri	6.38	2.6
Ligusticum porteri	3.31	1.54
